teamA,teamB,matchDate,matchVenue
Switzerland,Republic of Ireland,11 October 2003,"St Jakob Park, Basel"
Bolivia,Honduras,11 October 2003,"Robert F Kennedy, Washington DC"
Greece,Northern Ireland,11 October 2003,"Panathinaikos Stadium, Athens"
Bosnia and Herzegovina,Denmark,11 October 2003,"Kosovo Stadium, SARAJEVO"
Turkey,England,11 October 2003,Istanbul
Scotland,Lithuania,11 October 2003,"Hampden Park, Glasgow"
United Arab Emirates,Uzbekistan,11 October 2003,DUBAI
Romania,Japan,11 October 2003,Bucuresti
Germany,Iceland,11 October 2003,"AOL Arena, Hamburg"
Cuba,Jamaica,11 March 2003,HAVANA
Northern Ireland,Spain,11 June 2003,Windsor Park
Korea Republic,Argentina,11 June 2003,SEOUL
Japan,Paraguay,11 June 2003,SAITAMA
England,Slovakia,11 June 2003,Riverside Stadium
Finland,Italy,11 June 2003,"Olympiastadion, Helsinski"
Ecuador,Peru,11 June 2003,Giants Stadium
Lithuania,Iceland,11 June 2003,"Dariaus ir Gireno Stadionas, Kaunas"
Greece,Ukraine,11 June 2003,"Apostolos Nikolaidis, Athens"
Cameroon,Ivory Coast,11 February 2003,"Stade Gaston-Petit, Chateauroux"
Northern Ireland,Armenia,10 September 2003,Windsor Park
Germany,Scotland,10 September 2003,"Westfalenstadion, Dortmund"
Brazil,Ecuador,10 September 2003,Vivaldo Lima
Tunisia,Ivory Coast,10 September 2003,TUNIS
Wales,Finland,10 September 2003,"Millennium Stadium, Cardiff"
Spain,Ukraine,10 September 2003,"Manuel Martinez Valero, Elche"
Denmark,Romania,10 September 2003,"Idraetsparken, Copenhagen"
Morocco,Trinidad and Tobago,10 September 2003,"Grand Stade de Marrakech, Marrakech"
Bolivia,Colombia,10 September 2003,"Estadio Hernando Siles, La Paz"
Paraguay,Uruguay,10 September 2003,ASUNCION
Portugal,Bolivia,10 June 2003,LISBOA
Japan,Korea Republic,10 December 2003,YOKOHAMA
Republic of Ireland,Turkey,09 September 2003,"Lansdowne Road, Dublin"
Venezuela,Argentina,09 September 2003,"Estadio Olimpico, Caracas"
Jamaica,Paraguay,09 July 2003,"National Stadium, Kingston"
Panama,El Salvador,09 February 2003,"Estadio Rommel Fernandez, Panama City"
Ecuador,Estonia,09 February 2003,"Estadio Modelo, Guayaquil"
Tunisia,Japan,08 October 2003,TUNIS
Bahrain,Iraq,08 October 2003,"Bukit Jalil National Stadium, Kuala Lumpur"
USA,Mexico,08 May 2003,HOUSTON TEXAS
Colombia,Ecuador,08 June 2003,Vicente Calderon MADRID
Korea Republic,Uruguay,08 June 2003,Sangam Stadium SEOUL
USA,New Zealand,08 June 2003,RICHMOND VIRGINIA
Japan,Argentina,08 June 2003,OSAKA
Guatemala,El Salvador,08 July 2003,"Reliant Stadium, Houston"
USA,Argentina,08 February 2003,"Orange Bowl, Miami"
Australia,Jamaica,07 September 2003,Madejski Stadium
Uruguay,Bolivia,07 September 2003,"Estadio Centenario, Montevideo"
Colombia,Brazil,07 September 2003,BARRANQUILLA
Bulgaria,Belgium,07 June 2003,"Vasil Levski, Sofia"
Slovakia,Turkey,07 June 2003,"Tehelne Pole Stadion, Bratislava"
Venezuela,Honduras,07 June 2003,"Orange Bowl, Miami"
Ukraine,Armenia,07 June 2003,Lviv UKRAINE
Romania,Bosnia and Herzegovina,07 June 2003,Ion Oblemenco
Scotland,Germany,07 June 2003,"Hampden Park, Glasgow"
Spain,Greece,07 June 2003,"Estadio La Romareda, Zaragoza"
Japan,Hong Kong,07 December 2003,SAITAMA
Bulgaria,Estonia,06 September 2003,Sofia
Italy,Wales,06 September 2003,San Sero MILAN
Iceland,Germany,06 September 2003,REYKJAVIK
Peru,Paraguay,06 September 2003,"Nacional, Lima"
Portugal,Spain,06 September 2003,LISBOA
Ecuador,Venezuela,06 September 2003,"Estadio Olimpico Atahualpa, Quito"
Ukraine,Northern Ireland,06 September 2003,Donetsk
Netherlands,Austria,06 September 2003,"De Kuip, Rotterdam"
Hong Kong,Uzbekistan,06 November 2003,TASHKENT
Portugal,Paraguay,06 June 2003,BRAGA
Jamaica,Cuba,06 July 2003,"National Stadium, Kingston"
Mexico,El Salvador,06 July 2003,Home Depot Center CARSON CITY
USA,Paraguay,06 July 2003,"Columbus Crew Stadium, Colombus"
Mexico,Argentina,04 February 2003,LOS ANGELES
Iran,Uruguay,04 February 2003,HONG KONG
Japan,China PR,04 December 2003,TOKYO
Italy,Northern Ireland,03 June 2003,CAMPOBASSO
Estonia,Lithuania,03 July 2003,VALGA
Trinidad and Tobago,Venezuela,03 July 2003,"Hasely Crawford Stadium, Port of Spain"
Peru,Guatemala,02 July 2003,"Candlestick Park, San Francisco"
Paraguay,El Salvador,02 July 2003,"Candlestick Park, San Francisco"
Trinidad and Tobago,Finland,02 February 2003,PORT OF SPAIN
Northern Ireland,Greece,02 April 2003,Windsor Park
England,Turkey,02 April 2003,Stadium of Light
Israel,France,02 April 2003,Renzo Barbera Stadium PALERMO
Spain,Armenia,02 April 2003,LEON
Denmark,Bosnia and Herzegovina,02 April 2003,"Idraetsparken, Copenhagen"
Venezuela,Jamaica,02 April 2003,"Estadio Olimpico, Caracas"
Honduras,Paraguay,02 April 2003,"Estadio Nacional, Tegucigalpa"
Lithuania,Scotland,02 April 2003,"Dariaus ir Gireno Stadionas, Kaunas"
Hungary,Sweden,02 April 2003,BUDAPEST
Estonia,Bulgaria,02 April 2003,"A. Le Coq Arena, Tallinn"
Germany,Canada,01 June 2003,"VfL Stadion, Wolfsburg"
Guatemala,Jamaica,31 October 2002,GUATEMALA CITY
Egypt,Zambia,31 January 2002,Modibo Keita BAMAKO
Brazil,Bolivia,31 January 2002,GOIANIA
Korea Republic,Oman,30 September 2002,YANGSTAN
Brazil,Germany,30 June 2002,"International Stadium, Yokohama"
Morocco,South Africa,30 January 2002,Stade Amary Daou
USA,Canada,30 January 2002,"Rose Bowl, Los Angeles"
Saudi Arabia,Bahrain,30 December 2002,KUWAIT
Korea Republic,Turkey,29 June 2002,Daegu World Cup Stadium
Bahrain,Oman,29 January 2002,RIYADH
Japan,Slovakia,29 April 2002,TOKYO
Palestine,Japan,28 September 2002,YANGSTAN
Uzbekistan,Bahrain,28 September 2002,CHANGWON
Cameroon,Argentina,27 March 2002,"Stade des Charmilles, Geneva"
France,Scotland,27 March 2002,St Denis
Germany,USA,27 March 2002,ROSTOCK
Saudi Arabia,Uruguay,27 March 2002,"Prince Mohammed Bin Fahd, Damman"
Greece,Belgium,27 March 2002,PATRAS
Ecuador,Bulgaria,27 March 2002,New York
Sweden,Switzerland,27 March 2002,MALMO
Portugal,Finland,27 March 2002,LISBOA
Republic of Ireland,Denmark,27 March 2002,"Lansdowne Road, Dublin"
Austria,Slovakia,27 March 2002,GRAZ
Brazil,Yugoslavia,27 March 2002,FORTALEZA
England,Italy,27 March 2002,Elland Road
Netherlands,Spain,27 March 2002,"de Kuip Feyenoord, Rotterdam"
Romania,Ukraine,27 March 2002,CONSTANTA
Mexico,Korea Republic,27 January 2002,"Rose Bowl, Los Angeles"
USA,El Salvador,27 January 2002,"Rose Bowl, Los Angeles"
United Arab Emirates,Bahrain,27 January 2002,RIYADH
Saudi Arabia,Oman,27 January 2002,RIYADH
Korea Republic,France,26 May 2002,World Cup Stadium SUWON
England,Cameroon,26 May 2002,"Universiade Memorial Stadium, Kobe"
Belgium,Costa Rica,26 May 2002,Kumamoto Sports Park
Denmark,Tunisia,26 May 2002,Kimiidera WAKAYAMA
Turkey,Korea Republic,26 March 2002,BOCHUM
Brazil,Turkey,26 June 2002,Saitama Stadium 2002
Costa Rica,Haiti,26 January 2002,"Orange Bowl, Miami"
Oman,United Arab Emirates,25 September 2002,Abu Dhabi
Japan,Sweden,25 May 2002,"Olympic Stadium, Tokyo"
China PR,Portugal,25 May 2002,Macau
Korea Republic,Germany,25 June 2002,World Cup Stadium SEOUL
Cameroon,Ivory Coast,25 January 2002,Stade Babemba Traore SIKASSO
Egypt,Tunisia,25 January 2002,Modibo Keita BAMAKO
Ghana,South Africa,24 January 2002,Stade Amary Daou
Bahrain,Iraq,23 November 2002,"Khalifa Bin Hamad Stadium, Doha"
Hong Kong,Scotland,23 May 2002,National Stadium HONG KONG
Turkey,South Africa,23 May 2002,National Stadium HONG KONG
Korea Republic,Cuba,23 January 2002,"Rose Bowl, Los Angeles"
Guatemala,El Salvador,23 January 2002,"Rose Bowl, Los Angeles"
China PR,Ecuador,22 May 2002,SUZHOU
Korea Republic,Spain,22 June 2002,Gwangju Soccer Stadium
Canada,Ecuador,22 January 2002,"Orange Bowl, Miami"
Egypt,Ghana,22 December 2002,ISMAILIA
Ecuador,Costa Rica,21 November 2002,"Estadio Olimpico Atahualpa, Quito"
Korea Republic,England,21 May 2002,"World Cup Stadium, Seogwipo Ju Ju"
Japan,Ukraine,21 March 2002,"Osaka Nagai Stadium, Osaka"
Brazil,England,21 June 2002,"Stadium, Shizuoka"
Germany,USA,21 June 2002,Munsu Stadium
Ghana,Morocco,21 January 2002,Stade Amary Daou
USA,Cuba,21 January 2002,"Rose Bowl, Los Angeles"
Mexico,Guatemala,21 January 2002,"Rose Bowl, Los Angeles"
Tunisia,Zambia,21 January 2002,Modibo Keita BAMAKO
Switzerland,Austria,21 August 2002,"St Jakob Park, Basel"
Tunisia,France,21 August 2002,RADES
Finland,Republic of Ireland,21 August 2002,"Olympiastadion, Helsinski"
Ukraine,Iran,21 August 2002,"Olimpiyskyi Kyiv, Kyiv"
Lithuania,Israel,21 August 2002,KAUNAS
Scotland,Denmark,21 August 2002,"Hampden Park, Glasgow"
Brazil,Paraguay,21 August 2002,FORTALEZA
Hungary,Spain,21 August 2002,"Ferenc Puskás Stadium, Budapest"
Romania,Greece,21 August 2002,CONSTANZA
Venezuela,Bolivia,21 August 2002,CARACAS
Venezuela,Ecuador,20 October 2002,CARACAS
Slovakia,Ukraine,20 November 2002,Trnava
Estonia,Iceland,20 November 2002,TALLINN
Tunisia,Egypt,20 November 2002,"Stade Olympique d'El Menzah, Tunis"
Korea Republic,Brazil,20 November 2002,Sangam World Cup Stadium
Japan,Argentina,20 November 2002,SAITAMA
Italy,Turkey,20 November 2002,PESCARA
Germany,Netherlands,20 November 2002,Park GELSENKIRCHEN
Spain,Bulgaria,20 November 2002,GRANADA
Venezuela,Uruguay,20 November 2002,"Estadio Olimpico, Caracas"
Honduras,Colombia,20 November 2002,Estadio Olimpico Morazan SAN PEDRO SULA
Portugal,Scotland,20 November 2002,"Estadio 1 de Maio, Braga"
Greece,Republic of Ireland,20 November 2002,"Apostolos Nikolaidis, Athens"
South Africa,Scotland,20 May 2002,HONG KONG
Hong Kong,Turkey,20 May 2002,HONG KONG
Finland,Korea Republic,20 March 2002,Carthagene SPAIN
Saudi Arabia,Bahrain,20 January 2002,RIYADH
Ecuador,Haiti,20 January 2002,"Orange Bowl, Miami"
Morocco,Palestine,20 December 2002,KUWAIT
Iran,Paraguay,19 September 2002,TABRIZ
Morocco,South Africa,19 September 2002,TABRIZ
USA,Netherlands,19 May 2002,"Foxboro, Boston"
El Salvador,Mexico,19 January 2002,"Rose Bowl, Los Angeles"
USA,Korea Republic,19 January 2002,"Rose Bowl, Los Angeles"
France,Belgium,18 May 2002,Stade De France
Germany,Austria,18 May 2002,"BayArena, Leverkusen"
Japan,Turkey,18 June 2002,Miyagi Stadium
Korea Republic,Italy,18 June 2002,Daejeon World Cup Stadium
Haiti,Canada,18 January 2002,"Orange Bowl, Miami"
South Africa,Ecuador,18 April 2002,MURCIA
Iran,Morocco,17 September 2002,TABRIZ
Costa Rica,Ecuador,17 October 2002,Estadio Ricardo Saprissa SAN JOSE
USA,El Salvador,17 November 2002,WASHINGTON DC
Sweden,Paraguay,17 May 2002,"Rasunda, Solna"
Yugoslavia,Ukraine,17 May 2002,MOSKVA
Denmark,Cameroon,17 May 2002,"Idraetsparken, Copenhagen"
Mexico,USA,17 June 2002,World Cup Stadium JEONJU
Brazil,Belgium,17 June 2002,Wing Stadium KOBE
United Arab Emirates,Oman,17 January 2002,RIYADH
Saudi Arabia,Bahrain,17 December 2002,KUWAIT
Northern Ireland,Spain,17 April 2002,Windsor Park
Portugal,Brazil,17 April 2002,LISBOA
Republic of Ireland,USA,17 April 2002,"Lansdowne Road, Dublin"
Belgium,Slovakia,17 April 2002,"King Baudouin Stadium, Brussels"
Japan,Costa Rica,17 April 2002,"International Stadium, Yokohama"
Denmark,Israel,17 April 2002,"Idraetsparken, Copenhagen"
Germany,Argentina,17 April 2002,"Gottlieb Daimler, Stuttgart"
Italy,Uruguay,17 April 2002,Giuseppe Meazza MILAN
Mexico,Bulgaria,17 April 2002,Giants Stadium
Austria,Cameroon,17 April 2002,"Ernst Happel Stadion, Wien"
Yugoslavia,Lithuania,17 April 2002,BEOGRAD
England,Paraguay,17 April 2002,Anfield
Northern Ireland,Ukraine,16 October 2002,Windsor Park
Sweden,Portugal,16 October 2002,Ullevi GOTEBORG
Japan,Jamaica,16 October 2002,TOKYO
Wales,Italy,16 October 2002,"Millennium Stadium, Cardiff"
Spain,Paraguay,16 October 2002,LOGRONES
Iceland,Lithuania,16 October 2002,"Laugardalsvollur, Reykyavik"
Republic of Ireland,Switzerland,16 October 2002,"Lansdowne Road, Dublin"
Austria,Netherlands,16 October 2002,"Ernst Happel Stadion, Wien"
Greece,Armenia,16 October 2002,"Apostolos Nikolaidis, Athens"
Estonia,Belgium,16 October 2002,"A. Le Coq Arena, Tallinn"
China PR,Uruguay,16 May 2002,"Wulihe Stadium, SHENYANG"
Mexico,Bolivia,16 May 2002,SAN FRANCISCO
USA,Jamaica,16 May 2002,Giants Stadium
Korea Republic,Scotland,16 May 2002,Busan Asiad Stadium
Spain,Republic of Ireland,16 June 2002,Suwon World Cup Stadium
Guatemala,Cameroon,16 January 2002,GUATEMALA CITY
Guatemala,Cameroon,16 January 2002,Estadio Nacional Mateo Flores
United Arab Emirates,Egypt,16 December 2002,UAE
Scotland,Canada,15 October 2002,Easter Road
Switzerland,Canada,15 May 2002,"Espenmoos, St Gallen"
Germany,Paraguay,15 June 2002,Jeju World Cup Stadium
Denmark,England,15 June 2002,"Big Swan Stadium, Niigata"
Wales,Germany,14 May 2002,"Millennium Stadium, Cardiff"
Belgium,Algeria,14 May 2002,"King Baudouin Stadium, Brussels"
Slovakia,Uzbekistan,14 May 2002,BRATISLAVA
Estonia,Saudi Arabia,14 March 2002,Montecatini FLORENCE
Japan,Tunisia,14 June 2002,"Osaka Nagai Stadium, Osaka"
Korea Republic,Portugal,14 June 2002,Munhak Stadium INCHEON
New Zealand,Australia,14 July 2002,Ericsson Stadium AUCKLAND
Iran,Japan,13 October 2002,BUSAN
Tunisia,Korea Republic,13 March 2002,"Stade Olympique d'El Menzah, Tunis"
Costa Rica,Brazil,13 June 2002,World Cup Stadium SUWON
Turkey,China PR,13 June 2002,World Cup Stadium SEOUL
Mexico,Italy,13 June 2002,Big Eye Stadium OITA
Venezuela,Cameroon,13 January 2002,SAN CRISTOBAL
Trinidad and Tobago,Guatemala,13 January 2002,PORT OF SPAIN
France,Romania,13 February 2002,St Denis
Greece,Sweden,13 February 2002,SALONIKA
Saudi Arabia,Denmark,13 February 2002,RIYADH
Mexico,Yugoslavia,13 February 2002,PHOENIX CALIFORNIA
Spain,Portugal,13 February 2002,"Nou Camp, Barcelona"
Wales,Argentina,13 February 2002,"Millennium Stadium, Cardiff"
Switzerland,Hungary,13 February 2002,LIMASSOL
Germany,Israel,13 February 2002,Fritz-Walter-Stadion
Uruguay,Korea Republic,13 February 2002,"Estadio Centenario, Montevideo"
Paraguay,Bolivia,13 February 2002,CIUDAD DEL ESTE
Italy,USA,13 February 2002,CATANIA
Netherlands,England,13 February 2002,"ArenA Amsterdam, Amsterdam"
Estonia,New Zealand,12 October 2002,TALLINN
Slovakia,England,12 October 2002,"SK Slovan, Bratislava"
Sweden,Hungary,12 October 2002,"Rasunda, Solna"
Ukraine,Greece,12 October 2002,"Olimpiyskyi Kyiv, Kyiv"
Portugal,Tunisia,12 October 2002,LISBOA
Iceland,Scotland,12 October 2002,"Laugardalsvollur, Reykjavik"
Spain,Northern Ireland,12 October 2002,"Carlos Belmonte, Albacete"
Greece,Romania,12 May 2002,Stadion ALEXANDROUPOLIS
USA,Uruguay,12 May 2002,"Robert F Kennedy, Washington DC"
Mexico,Colombia,12 May 2002,"Azteca Stadium, Mexico City"
Sweden,Argentina,12 June 2002,Miyagi Stadium
South Africa,Spain,12 June 2002,Daejeon World Cup Stadium
Iran,Uzbekistan,12 July 2002,TEHRAN
Ecuador,Guatemala,12 January 2002,GUAYAQUIL
Turkey,Ecuador,12 February 2002,BREDA
Bahrain,China PR,12 December 2002,MANAMA BAHRAIN
Bosnia and Herzegovina,Germany,11 October 2002,SARAJEVO
Denmark,France,11 June 2002,Munhak Stadium INCHEON
Cameroon,Germany,11 June 2002,Ecopa Stadium SHIZUOKA
Tunisia,Cameroon,11 January 2002,"Stade Olympique d'El Menzah, Tunis"
Iraq,Oman,11 January 2002,Saud Bin Abdul-Rahman DOHA
Iran,Korea Republic,10 October 2002,ULSAN
USA,Ecuador,10 March 2002,Legion Field
Korea Republic,USA,10 June 2002,Daegu World Cup Stadium
Tunisia,Belgium,10 June 2002,Big Eye Stadium OITA
Saudi Arabia,Iceland,10 January 2002,RIYADH
Venezuela,Ecuador,09 October 2002,CARACAS
Costa Rica,Colombia,09 May 2002,Estadio Ricardo Saprissa SAN JOSE
Costa Rica,Turkey,09 June 2002,Munhak Stadium INCHEON
Mexico,Ecuador,09 June 2002,Miyagi Stadium
Cuba,Guatemala,09 January 2002,"Estadio Pedro Marrero, La Habana"
Korea Republic,Bahrain,08 October 2002,ULSAN
China PR,Japan,08 October 2002,MASAN
Ecuador,Yugoslavia,08 May 2002,EAST RUTHERFORD
Brazil,China PR,08 June 2002,Jeju World Cup Stadium
England,Portugal,07 September 2002,Villa Park
Iceland,Hungary,07 September 2002,REYKJAVIK
Armenia,Ukraine,07 September 2002,Republican YEREVAN
Finland,Wales,07 September 2002,"Olympiastadion, Helsinski"
Bosnia and Herzegovina,Romania,07 September 2002,"Kosovo Stadium, SARAJEVO"
Belgium,Bulgaria,07 September 2002,"King Baudouin Stadium, Brussels"
Lithuania,Germany,07 September 2002,"Dariaus ir Gireno Stadionas, Kaunas"
Greece,Spain,07 September 2002,"Apostolos Nikolaidis, Athens"
Turkey,Slovakia,07 September 2002,"Ali Sami Yen Stadi, Istanbul"
Venezuela,Colombia,07 May 2002,"Estadio Olimpico, Caracas"
Brazil,Iceland,07 March 2002,Jose Fragelli
Spain,Paraguay,07 June 2002,World Cup Stadium JEONJU
Argentina,England,07 June 2002,Dome SAPPORO
Cameroon,Saudi Arabia,06 June 2002,Saitama Stadium 2002
France,Uruguay,06 June 2002,Busan Asiad Stadium
Cuba,Guatemala,06 January 2002,"Estadio Pedro Marrero, La Habana"
Iran,Slovakia,06 February 2002,TEHRAN
Saudi Arabia,Brazil,06 February 2002,"King Fahd International Stadium, Riyadh"
Iraq,Iran,05 September 2002,"Al Abbasiyyin Stadium, Damascus"
Japan,Uzbekistan,05 October 2002,MASAN
Bahrain,Palestine,05 October 2002,CHANGWON
USA,Portugal,05 June 2002,World Cup Stadium SUWON
Germany,Republic of Ireland,05 June 2002,Kashima Stadium
Iran,Uzbekistan,05 July 2002,TEHRAN
Saudi Arabia,Romania,05 January 2002,RIYADH
Japan,Belgium,04 June 2002,Saitama Stadium 2002
Bahrain,Finland,04 January 2002,MANAMA BAHRAIN
Egypt,Ghana,04 January 2002,ISMAILIA
Cameroon,Egypt,04 February 2002,Stade de Sikasso SIKASSO
Palestine,Iran,04 April 2002,Al Qadisiya Stadium
USA,Honduras,03 March 2002,Safeco Field SEATTLE
Iran,Venezuela,03 March 2002,Casablanca
Brazil,Turkey,03 June 2002,Munsu Stadium
Italy,Ecuador,03 June 2002,"Dome, Sapporo"
USA,Mexico,03 April 2002,Invesco Field
Japan,Honduras,02 May 2002,"Universiade Memorial Stadium, Kobe"
England,Sweden,02 June 2002,Saitama Stadium 2002
Paraguay,South Africa,02 June 2002,Busan Asiad Stadium
Canada,Korea Republic,02 February 2002,PASADENA
USA,Costa Rica,02 February 2002,PASADENA
Iraq,Palestine,01 September 2002,"Al Abbasiyyin Stadium, Damascus"
Uzbekistan,Palestine,01 October 2002,YANGSTAN
Japan,Bahrain,01 October 2002,ULSAN
Uruguay,Denmark,01 June 2002,ULSAN
Germany,Saudi Arabia,01 June 2002,Dome SAPPORO
Republic of Ireland,Cameroon,01 June 2002,"Big Swan Stadium, Niigata"
Mexico,El Salvador,31 October 2001,PUEBLA
United Arab Emirates,Iran,31 October 2001,"A Wahda, Abu Dhabi"
Japan,Canada,31 May 2001,NIGATA JAPAN
Brazil,Cameroon,31 May 2001,Kashima Stadium
Colombia,Mexico,31 January 2001,"Coliseum Stadium, Los Angeles"
Oman,China PR,31 August 2001,"Sultan Qaboos Sports Complex, Muscat"
Saudi Arabia,Iraq,31 August 2001,National Stadium MANAMA
Mexico,Australia,30 May 2001,World Cup Stadium SUWON
Korea Republic,France,30 May 2001,Sports Complex DAEGU
El Salvador,Guatemala,30 May 2001,"Estadio Olimpico Metropolitano, San Pedro Sula"
Panama,Costa Rica,30 May 2001,"Estadio Olimpico Metropolitano, San Pedro Sula"
Trinidad and Tobago,Jamaica,30 June 2001,"Queens Park Oval, Port of Spain"
Uzbekistan,Bosnia and Herzegovina,30 June 2001,KUALA LUMPAR
Morocco,Egypt,30 June 2001,"Complexe Sportif Moulay Abdallah, Rabat"
Germany,Slovakia,29 May 2001,Weserstadion BREMEN
Oman,Iraq,29 July 2001,"Sultan Qaboos Sports Complex, Muscat"
Panama,Cuba,29 July 2001,PANAMA CITY
Colombia,Mexico,29 July 2001,Nemesio Camacho BOGOTA
Honduras,Uruguay,29 July 2001,Nemesio Camacho BOGOTA
Saudi Arabia,Iran,28 September 2001,Youth Welfare JEDDAH
Iraq,Bahrain,28 September 2001,"Al Shaab, Baghdad"
Austria,Israel,28 March 2001,Wien
Italy,Lithuania,28 March 2001,TRIESTE
Bulgaria,Northern Ireland,28 March 2001,Sofia
Honduras,USA,28 March 2001,SAN PEDRO SULA
Argentina,Venezuela,28 March 2001,Monumental de Nunez BUENOS AIRES
Wales,Ukraine,28 March 2001,"Millennium Stadium, Cardiff"
Spain,France,28 March 2001,"Mestalla, Valencia"
Ecuador,Brazil,28 March 2001,"Estadio Olimpico Atahualpa, Quito"
Portugal,Netherlands,28 March 2001,"Estadio das Antas, Porto"
Uruguay,Paraguay,28 March 2001,"Estadio Centenario, Montevideo"
Greece,Germany,28 March 2001,Athens
Paraguay,Yugoslavia,28 June 2001,TOKYO
Uzbekistan,Bahrain,28 June 2001,KUALA LUMPAR
Egypt,Morocco,28 January 2001,"National, Cairo"
Jamaica,Bulgaria,28 January 2001,"National Stadium, Kingston"
England,Spain,28 February 2001,Villa Park
Costa Rica,Honduras,28 February 2001,"Ricardo Saprissa Ayma, San Jose"
Italy,Argentina,28 February 2001,"Olimpico, Roma"
Romania,Lithuania,28 February 2001,NICOSIA
Colombia,Australia,28 February 2001,Nemesio Camacho BOGOTA
Jamaica,Trinidad and Tobago,28 February 2001,"National Stadium, Kingston"
USA,Mexico,28 February 2001,"Columbus Crew Stadium, Colombus"
Bosnia and Herzegovina,Hungary,28 February 2001,"Bilino Polje, Zenica"
Netherlands,Turkey,28 February 2001,"ArenA Amsterdam, Amsterdam"
Israel,Austria,27 October 2001,"Ramat Gan Stadium, Tel Aviv"
Honduras,El Salvador,27 May 2001,SAN PEDRO SULA
Costa Rica,Guatemala,27 May 2001,"Estadio Olimpico Metropolitano, San Pedro Sula"
Colombia,Bolivia,27 March 2001,"El Campin, Bogota"
